area,construction_time,floor,intro,price,title,zoning
89m²,2019年建造,低层(共24层),"
                    长江一号(二期)  
                    二七-碧云路-京广快速路,近长江东路",110,三楼带露台，南北通透小三房，双气次新房上长江东路小学，有钥匙,3室2厅
180m²,2017年建造,低层(共25层),"
                    融创观澜壹号  
                    郑东新区-郑东新区周边-广惠街,近郑汴物流通道",218,地铁口 洋房 融创观澜壹号3室2厅2卫218万180.0平,3室2厅
128m²,2014年建造,低层(共27层),"
                    正商恒钻  
                    金水-沙口路-沙口路8号",185,正商恒钻128平三房，前后双阳台，低于市场2000一平,3室2厅
130m²,2015年建造,低层(共27层),"
                    和昌悦澜北苑  
                    金水-花园路-宏康路66号",200,和昌悦澜一期 3室2厅2卫 130.0平米 200.00万元,3室2厅
136m²,2009年建造,低层(共25层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,郑东新区双气地铁口房检漏大三房低于市场价业主挥泪甩卖,3室2厅
173m²,2016年建造,低层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",455,业主乌 敌 配合 又又又降价了 无税 低密度豪宅等您来 品鉴,3室2厅
113m²,2019年建造,低层(共29层),"
                    金地滨河风华  
                    管城-管城周边-明理南路,经南十二路",199,滨河新城  临近地铁 三面环湖 重点中小学  性价比高,3室2厅
140m²,2016年建造,低层(共26层),"
                    山水生态城  
                    郑东新区-新东站片-郑开大道",142,正临象湖 南北通好户型 满五中间层 业主诚心卖 可谈价,3室2厅
94m²,2015年建造,低层(共26层),"
                    永威五月花城  
                    郑东新区-龙子湖-姚桥路,近明理路",230,.真正的景观好房 动静结合 悠然自得！,3室2厅
96m²,2019年建造,低层(共27层),"
                    龙栖湾  
                    新密-曲梁镇-大学南路,近天安街",55.6,龙栖湾现房 5800一平 捡漏的点进来,3室2厅
94m²,2018年建造,低层(共26层),"
                    永威南樾瑞苑  
                    航空港-航空港区-凌空街,近大航路",89,航空港区 中建滨水院 精装修9600起 首付可以分期郑州一中,3室2厅
138m²,2019年建造,低层(共27层),"
                    星联湾  
                    郑东新区-郑东新区周边-雁鸣路,近郑开大道",183,捡漏 象湖旁 星联湾 南北通透大三房 双气 满两年 送车位,3室2厅
89m²,2016年建造,低层(共26层),"
                    鑫苑鑫家(1期)  
                    二七-大学南路-大学南路,近南四环",108,大学路地铁口 鑫苑鑫家89平精装小三房   一级物业,3室2厅
112m²,2019年建造,低层(共27层),"
                    和昌林与城  
                    惠济-邙山片-绿源路",95,和昌林与城 原价11500 内部名额9000左右 欢迎咨询,3室2厅
127m²,2014年建造,低层(共28层),"
                    升龙城2号院  
                    二七-淮河路-兴华南街,政通路",220,急卖价格好说 升龙城2号院 精装双卫大三房 双阳台 全送,3室2厅
131m²,2010年建造,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,地铁口 二七万达 南北通透豪装大三房，随时看房。万达1号院,3室2厅
86m²,2017年建造,低层(共27层),"
                    绿地滨湖国际城七区  
                    二七-二七周边-南四环,近望桥路",110,低总价，低单价，好位置，好户型，装修3房2厅，绿地滨湖随时看,3室2厅
90m²,2000年建造,低层(共24层),"
                    怡丰森林湖(四期)  
                    惠济-邙山片-天河路",110,惠济万达旁怡丰森林湖四期 3室2厅1卫 110万元 低首付,3室2厅
143m²,2016年建造,低层(共26层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",255,富田九鼎世家！业主急售！前方无遮挡！豪华装修现急售！随时看房,3室2厅
131m²,2012年建造,低层(共26层),"
                    正商新蓝钻A区  
                    管城-航海东路-航海东路74号",202,次房带地下室！大三房，三房两厅气地铁口，公园旁！看房随时！,3室2厅
143m²,2010年建造,低层(共24层),"
                    经纬花园  
                    金水-经三路-纬四路18号",382,经纬花园3室2厅2卫143,3室2厅
92m²,2015年建造,低层(共29层),"
                    天伦水晶城  
                    金水-陈寨-北三环路56号",130,北三环，瀚海北金旁，天伦水晶城  双气，,3室2厅
147m²,2013年建造,低层(共26层),"
                    阳光城一号院  
                    管城-管南片-长江东路,近尚武路",200,小房换大房，置换的看这套，147平阔气毛坯大三房，想象中的大,3室2厅
119m²,2010年建造,低层(共28层),"
                    宏光合园  
                    经开-第八大街-第七大街99号",119,地铁5号线500米 双气装修过的房子 随时可以看房子,3室2厅
145m²,2013年建造,低层(共26层),"
                    阳光城5号院  
                    管城-安徐庄-尚德路6号",210,阳光城5号院 均价1.4万的房子哪里找 并且满五年唯一 看这,3室2厅
146m²,2015年建造,低层(共26层),"
                    润城时光里  
                    郑东新区-通泰路-永平路1号",235.5,郑东新区  临河观景 门口就是小学 南北通透大三房业主没住过,3室2厅
135m²,2008年建造,低层(共26层),"
                    一品中央  
                    郑东新区-商鼎路-商鼎路1号",210,郑东新区 4号线地铁口 永威翡翠城旁 南北通透大三房 可上学,3室2厅
85m²,2018年建造,低层(共26层),"
                    鑫苑城六号院  
                    管城-安徐庄-赣江路",131,总价低 希缺户型 纯南小三房  2号线地铁口花寨站 满二少税,3室2厅
143m²,2013年建造,低层(共27层),"
                    建业森林半岛(上街)  
                    上街-上街周边-许昌路,近金华路",80,建业森林半岛 改善必备 南北双阳台  单价5500 随时看房,3室2厅
130m²,2017年建造,低层(共28层),"
                    安康达公馆  
                    管城-管南片-南三环东路2号",130,安康达公馆 三环内全明户型 楼层好位置佳 诚心卖 随时看房,3室2厅
92m²,2010年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",135,橡树玫瑰城 南北通透三房 交通便利 管城实验小学名额,3室2厅
183m²,2007年建造,低层(共25层),"
                    海逸名门  
                    郑东新区-CBD-商务内环路22号",253,单价1.4万 划片外国语 大三房 正在加装暖气 双地铁口,3室2厅
88m²,2011年建造,低层(共26层),"
                    建业枫林上院  
                    金水-索凌路-文化北路,近三全路",140,北环 文化路 二手车市场旁 精装3居室 送家具家电 看房随时,3室2厅
103m²,2011年建造,低层(共25层),"
                    丰庆华府  
                    金水-绿荫广场-丰庆路13号",185,人间有味是清欢   简装三房   清浅为欢    邀您品鉴！,3室2厅
128m²,2015年建造,低层(共28层),"
                    正商恒钻  
                    金水-沙口路-沙口路8号",175,正商恒钻，降价5万！175万买双气三房，人车分流，停车方便,3室2厅
117m²,2012年建造,低层(共27层),"
                    金印阳光城  
                    金水-国基路-宏明路,近柳西路",140,花园路国基路 双地铁口 金印阳光城 双气 精装修 南北通透,3室2厅
126m²,2017年建造,低层(共26层),"
                    正商城禧园3号院  
                    二七-碧云路-连云路,近红云路",178,长江路连云路正商城禧园3号院,3室2厅
122m²,2015年建造,低层(共24层),"
                    裕华会园  
                    惠济-省体育中心-江山路,近纪元路",138,双地铁双气 支持公积金 首付6万起 紧邻锦艺四季城,3室2厅
89m²,2008年建造,低层(共28层),"
                    圣菲城(南区)  
                    金水-花园路-渠东路",176,东风渠旁，瀚海北金旁，北三环文化路精装双气圣菲城,3室2厅
117m²,2015年建造,低层(共27层),"
                    泰宏建业国际城9号院  
                    二七-大学南路-荆胡街9号",160,有本无税 大学南路地铁口 泰宏南北通透双阳台 交通便利可看房,3室2厅
129m²,2014年建造,低层(共25层),"
                    郑州国瑞静香园  
                    金水-三全路-三全路",155,静香园双气通透大三房，精装修，地铁口，有证，急售,3室2厅
133m²,2009年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,急！直降20万！首付45买东区南北通透大三房聚源小学福泽门,3室2厅
145m²,2015年建造,低层(共26层),"
                    永威五月花城  
                    郑东新区-龙子湖-姚桥路,近明理路",320,高品质绿化，景观园林每天生活花园里，推窗即景，满眼春色。,3室2厅
144m²,2015年建造,低层(共26层),"
                    润城时光里  
                    郑东新区-通泰路-永平路1号",235,精装大3房，南北通透，满五唯一，双地铁，七里河环绕，下沉花园,3室2厅
97m²,2018年建造,低层(共26层),"
                    东润城(一期臻园)  
                    郑东新区-郑东新区周边-商都大道",97,急售100万！东润城现房！97平通透三房！有本满二随时过户！,3室2厅
130m²,2013年建造,低层(共26层),"
                    正商新蓝钻F区  
                    管城-二里岗-航海东路",205,正商 新蓝钻  送100平方露台  精装暖气  送家具家电,3室2厅
130m²,2010年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,（聚源路学校）郑东新区CBD首付40万买大三房产权清晰随时看,3室2厅
118m²,2012年建造,低层(共25层),"
                    天怡佳苑  
                    郑东新区-商都路-复兴路188号",121,急售！白沙121万精装大三房，南北通透，中间楼层,3室2厅
89m²,2018年建造,低层(共24层),"
                    长江一号(二期)  
                    二七-碧云路-京广快速路,近长江东路",110,急售，送露台，希缺南北通透小三房，上长江东路小学，长江一号,3室2厅
90m²,2000年建造,低层(共24层),"
                    怡丰森林湖(四期)  
                    惠济-邙山片-天河路",110,怡丰森林湖~南北通透，业主急售~采光好道路方便，,3室2厅
130m²,2013年建造,低层(共26层),"
                    正商新蓝钻F区  
                    管城-二里岗-航海东路",205,正商品质 130平送100平方私家露台 地铁五号线送家具家电,3室2厅
92m²,2010年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",135,4号线旁南北通透三房上管城实验小学低首付全明户型,3室2厅
85m²,2018年建造,低层(共26层),"
                    鑫苑城六号院  
                    管城-安徐庄-赣江路",131,低总价 鑫苑开发 2号线地铁口花寨站,3室2厅
131m²,2013年建造,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,地铁口，万达，豪装大三房！南北通透双阳台，随时看房，满五,3室2厅
103m²,2011年建造,低层(共25层),"
                    丰庆华府  
                    金水-绿荫广场-丰庆路13号",185,平视建业森林半岛别墅！低密度社区稀。缺。小三房！,3室2厅
173m²,2016年建造,低层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",455,东润泰和 3室2厅2卫 173.0平米 455.00万元,3室2厅
131m²,2013年建造,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,万达豪装三房，百W装修，南北通透全明户型，随时看房。,3室2厅
92m²,2010年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",135,橡树玫瑰城 3室2厅1卫 92.0平米 135.00万元,3室2厅
90m²,2000年建造,低层(共24层),"
                    怡丰森林湖(四期)  
                    惠济-邙山片-天河路",110,惠济区，怡丰森林湖四期，森林氧吧，四环边，出行方便，看房随时,3室2厅
182m²,2008年建造,低层(共25层),"
                    海逸名门  
                    郑东新区-CBD-商务内环路22号",249,必看好房捡漏 CBD好地段 低于市场价上外国语学校 性价比高,3室2厅
128m²,2014年建造,低层(共27层),"
                    正商恒钻  
                    金水-沙口路-沙口路8号",185,万科世曦旁，紧邻九院，精装大三房环境很棒,3室2厅
126m²,2014年建造,低层(共24层),"
                    德润海悦华庭  
                    二七-长江路-大学南路",193,七号线地铁口，满五唯一大三居，带露台！精装修双气随时看房,3室2厅
143m²,2010年建造,低层(共24层),"
                    经纬花园  
                    金水-经三路-纬四路18号",382,（保真）经纬花园 三室两厅 有房本 上纬五路二小邻省实验小学,3室2厅
130m²,2013年建造,低层(共27层),"
                    正商新蓝钻E区  
                    管城-航海东路-航海东路,近豫英路",200,正商开发 新蓝钻E区 一级资质物业 地铁五号线 十八里河环绕,3室2厅
105m²,2020年建造,低层(共27层),"
                    腾威城  
                    管城-郑汴路-郑汴路",175,首付5万买二环内***，康桥物业，交通便利，配套齐全,3室2厅
131m²,2009年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,东区CBD旁通透双卫三房 商都路 金水路  中州大道 福泽门,3室2厅
117m²,2018年建造,低层(共26层),"
                    金科天籁城  
                    中牟-中牟城区-郑开大道,近人文路",119,金科天籁城，领导转让房，年底交房，不绑定车位，直接更名网签,3室2厅
135m²,2010年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,简漏房 上聚源路小学 低于市场价20万 挥泪急售 买到转到急,3室2厅
89m²,2016年建造,低层(共24层),"
                    长江一号(二期)  
                    二七-碧云路-京广快速路,近长江东路",110,长江一号二期，南北通透，小三房，上长江东路小学,3室2厅
173m²,2016年建造,低层(共26层),"
                    东润泰和  
                    金水-中医院-文劳路,近信息学院路",455,东润我熟！三环大三房谁能撄锋芒！,3室2厅
94m²,2015年建造,低层(共27层),"
                    富田九鼎世家  
                    经开-第三大街-经开第五大街88号",175,地铁5号线 送车位 送地下室 精装修 全朝南采光好 看房随时,3室2厅
133m²,2010年建造,低层(共29层),"
                    方圆创世  
                    管城-南关-陇海路66号",228,电梯小洋房一口价228万，方圆创世满五年住房，急售！急售,3室2厅
88m²,2012年建造,低层(共26层),"
                    建业枫林上院  
                    金水-索凌路-文化北路,近三全路",142,文化路，建业枫林上苑，双气，电梯精装三室，满五唯一，送车位,3室2厅
131m²,2009年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,（捡漏）郑东新区 低于市场价20万 户型方正 可上聚源路小学,3室2厅
85m²,2018年建造,低层(共26层),"
                    鑫苑城六号院  
                    管城-安徐庄-赣江路",131,低总价 鑫苑开发 2号线地铁口花寨站 次新房小区,3室2厅
115m²,2012年建造,低层(共24层),"
                    亚太明珠  
                    经开-远大理想城-朝凤路78号",165,远大理想城旁满五 临近5号 线地铁口  看房方便性价比高,3室2厅
89m²,2014年建造,低层(共24层),"
                    海悦雅居  
                    二七-大学路-郑航街21号",139.5,二七万达旁 地铁七号线 精装纯南小三房 满五无税 随时看房,3室2厅
132m²,2012年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",210,捡漏需要抢的房子，聚源路学位房，福泽门通透三房，有钥匙,3室2厅
130m²,2018年建造,低层(共28层),"
                    安康达公馆  
                    管城-管南片-南三环东路2号",130,安康达公馆 三环内全明户型 楼层好位置佳 诚心卖 随时看房,3室2厅
131m²,2010年建造,低层(共26层),"
                    博澳福泽门  
                    郑东新区-商鼎路-十里铺街6号",212,聚源路小学 永威翡翠城旁 福泽门急售 大三房 3，4号线地铁,3室2厅
89m²,2016年建造,低层(共26层),"
                    正弘中央公园麓林苑  
                    航空港-航空港区-雍州路,近大航路",84,正弘特价三房 送15万婚装带车位 学 区房地铁150米 急售,3室2厅
86m²,2015年建造,低层(共27层),"
                    锦绣山河玉畅园  
                    二七-嵩山南路-庆泰路56号",113,外国语对面锦绣山河 南北通透大3房 业主急售看房联系,3室1厅
86m²,2018年建造,低层(共27层),"
                    绿地滨湖国际城七区  
                    二七-二七周边-南四环,近望桥路",110,捡漏! 精装小三房 户型方正采光好 价位低    交通便利,3室2厅
111m²,2013年建造,低层(共27层),"
                    永威翡翠城  
                    郑东新区-商鼎路-商鼎路6号",290,永威翡翠城 精装修 不临街不临路 中间位置 朝南三房,3室2厅
115m²,2012年建造,低层(共26层),"
                    正商新蓝钻B区  
                    管城-管南片-航海东路55号",175,5号线地铁口 精装修大三房 满五唯一 随时看房,3室2厅
86m²,2014年建造,低层(共26层),"
                    鑫苑世纪东城西苑  
                    郑东新区-康宁街-康平路",190,带露台 世纪东城 通透两房 降价25万 全天光照 随时看房,3室1厅
87m²,2011年建造,低层(共26层),"
                    橡树玫瑰城(一期)  
                    管城-安徐庄-中州大道1188号",123,[急售] 123万买标准三室，87加8平，首付30万满五唯一,3室2厅
141m²,2012年建造,低层(共27层),"
                    阅山公馆  
                    经开-第三大街-经开第四大街",218,上实验小学 上经开外国语 豪华装修 双气 阅山公馆,3室2厅
123m²,2015年建造,低层(共25层),"
                    吉地澜花语  
                    郑东新区-商都路-郑开大道,近贺庄路",125,郑东 象湖旁 吉地澜花语124平125万 现房有房本,3室2厅
94m²,2014年建造,低层(共26层),"
                    永威五月花城  
                    郑东新区-龙子湖-姚桥路,近明理路",230,永威五月花城 精装修小三房 230万 满五唯一,3室2厅
122m²,2018年建造,低层(共27层),"
                    嘉韵公园里  
                    上街-济源路-淮阳路26号",61,首付三万即可在公园里安家，总价61万61万61万，找我有优惠,3室2厅
103m²,2011年建造,低层(共25层),"
                    丰庆华府  
                    金水-绿荫广场-丰庆路13号",185,小3室，南北通透，丰庆华府，省中医院对面，东风路丰庆路,3室2厅
111m²,2010年建造,低层(共28层),"
                    美林河畔  
                    管城-管南片-航海东路,近中州大道",134,钥匙房源 邻近万科 彽总价 近地鉄 性价比高 刚需改善好房,3室2厅
125m²,2016年建造,低层(共26层),"
                    万丰慧城  
                    高新区-科学大道-银屏路115号",165,急卖万丰慧城 125平165万豪装全送 上好学校公园茂商圈,3室2厅
140m²,2015年建造,低层(共33层),"
                    国瑞城爵仕苑  
                    新郑-新郑龙湖-滨湖路,近祥云路",112,（20万精装）婚房急售    140平 国瑞城爵仕苑112万,3室2厅
117m²,2017年建造,低层(共28层),"
                    正商明钻沁园  
                    中原-五龙口-电厂东街",150,正商明钻沁园3室2厅2卫117,3室2厅
138m²,2017年建造,低层(共30层),"
                    国瑞城爵仕苑  
                    新郑-新郑龙湖-滨湖路,近祥云路",110,国瑞城小学旁 高端硬装 有本急售 为您省去装修烦恼直接入住,3室2厅
134m²,2017年建造,低层(共33层),"
                    名门郡景  
                    航空港-航空港区-郑港一路,近郑港四街",105,名门高低配社区 低于市场价单价8xxx,3室2厅
89m²,2015年建造,低层(共33层),"
                    基正唐宁1號  
                    新郑-新郑龙湖-新郑快速通道",78,急售急售 唐宁一号 89平小三房 精装修 78万满五唯一,3室2厅
132m²,2014年建造,低层(共6层),"
                    金鼎世纪新城  
                    航空港-航空港区-世纪大道,近友谊路",73,港南捡漏  精装修婚房三室 金鼎新城  可随时过户,3室2厅
115m²,2015年建造,低层(共33层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",98,康桥原溪里2号院116平业主包税98万8400每平手慢无,3室2厅
130m²,2014年建造,低层(共26层),"
                    阳光现代城  
                    荥阳-荥阳城区-演武路",89.9,八小 二幼 三公路阳光现代城 精装 送超大露台 拎包入住,3室2厅
131m²,2015年建造,中层(共26层),"
                    正商红河谷  
                    新郑-新郑龙湖-107国道",112,捡漏必看正商红河谷双气 132平南北双阳台112万业主包税,3室2厅
89m²,2018年建造,低层(共34层),"
                    坤达江山筑  
                    新郑-新郑龙湖-紫金山南路,近107国道",73,南龙湖首付2万买3房送家电紫荆山路坤达江山筑8千起上华师附小,3室2厅
145m²,2014年建造,低层(共26层),"
                    永威五月花城  
                    郑东新区-龙子湖-姚桥路,近明理路",320,永威五月花城 毛坯大三房 诚心出售价格,3室2厅
106m²,2015年建造,低层(共33层),"
                    龙泊桂园  
                    新郑-新郑龙湖-祥安路,近紫荆山南路",88,龙泊桂园 南北通透 地铁口交通方便 精装修 急卖,3室2厅
118m²,2015年建造,低层(共33层),"
                    观澜郡  
                    新郑-新郑龙湖-祥云路,近鸿鹄路",100,南北通透 满五唯一住房 118平 观澜郡 看房方便 有钥匙,3室2厅
89m²,2015年建造,中层(共26层),"
                    龙湖锦艺城  
                    新郑-新郑龙湖-双湖东道2号",88,真 锦艺城新出精装三房 南北通透 中间楼层 采光好 全明户型,3室2厅
131m²,2014年建造,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,地铁口 二七万达豪装大三房，南北通透，随时看房。诚心出售,3室2厅
90m²,2000年建造,低层(共24层),"
                    怡丰森林湖(四期)  
                    惠济-邙山片-天河路",110,北区宜居片区 黄河生态公园 精装修小三房 随时看 一天未住,3室2厅
130m²,2017年建造,低层(共28层),"
                    安康达公馆  
                    管城-管南片-南三环东路2号",130,安康达公馆 三环内全明户型 楼层好位置佳 诚心卖 随时看房,3室2厅
115m²,2015年建造,低层(共33层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",98,3室2厅 98万 满二唯一住房 朝南 康桥原溪里2号院 房东,3室2厅
106m²,2015年建造,低层(共33层),"
                    龙泊桂园  
                    新郑-新郑龙湖-祥安路,近紫荆山南路",87,龙泊桂园 大三房精装修 全款房 满五唯一  价格可议诚心出售,3室2厅
131m²,2013年建造,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,直降40万！万达豪装大三房 地铁口 满五年唯一有钥匙 急售,3室2厅
115m²,2015年建造,低层(共33层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",98,115平 康桥原溪里2号院 98万 南北通透 3室2厅 采光,3室2厅
115m²,2015年建造,低层(共33层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",98,115平 98万包税 3室2厅 南北通透  诚意买房,3室2厅
115m²,2013年建造,低层(共30层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",98,康桥原溪里三房两卫，业主包税，南北通透户型，有本，看房方便。,3室2厅
183m²,2008年建造,低层(共29层),"
                    天裕小区  
                    郑东新区-东风东路-东风路217号",310,天裕小区 大三房 精装修 业主急售,3室2厅
106m²,2015年建造,低层(共33层),"
                    龙泊桂园  
                    新郑-新郑龙湖-祥安路,近紫荆山南路",86,降价了！降价了！满五唯一   南北通透 108平88万无税,3室2厅
79m²,2017年建造,低层(共33层),"
                    浩创梧桐郡  
                    新郑-新郑龙湖-祥和路,近郑新快速通道",85,电梯房 满二唯一住房 南北通透 3室2厅 浩创梧桐郡 采光好,3室2厅
131m²,,低层(共26层),"
                    二七万达1号院  
                    二七-万达广场-航海路与人和路交叉口向南100米路东",243,二七万达豪装三房，**豪装，随时看房。,3室2厅
89m²,2018年建造,低层(共27层),"
                    招商天地华府  
                    二七-嵩山路-嵩山南路,近南四环",126,招商华府南北通透3房！急售！有本精装修全送 前面采光无遮挡,3室2厅
130m²,2015年建造,低层(共33层),"
                    基正唐宁1號  
                    新郑-新郑龙湖-新郑快速通道",100,龙湖一中旁，满二 100万 电梯房 基正唐宁1號 南北通透,3室2厅
90m²,2016年建造,低层(共25层),"
                    高新锦和苑(B区)  
                    中原-中原周边-堂门路,近西四环",51,高新区锦和苑精装三房南北通透 房东急售价格可议,3室2厅
115m²,2016年建造,低层(共25层),"
                    学府欣园  
                    中原-航海西路-雪松路",79,精装三房送家电 拎包入住 随时看房,3室2厅
138m²,2015年建造,低层(共33层),"
                    国瑞城爵仕苑  
                    新郑-新郑龙湖-滨湖路,近祥云路",105,上国瑞城小学  豪华装修 一天未住  业主急卖,3室2厅
88m²,2010年建造,低层(共26层),"
                    康桥上城品  
                    中原-陇海西路-陇海西路62号",135,近地铁康桥上城品出售精装三房两厅满五省税随时看房,3室2厅
89m²,2015年建造,低层(共33层),"
                    悦府海棠  
                    新郑-新郑龙湖-文昌路58号",68.5,悦府海棠 小三房68.5万 业主 急售 急售  急售  急售,3室2厅
115m²,2010年建造,低层(共7层),"
                    双湖花苑  
                    新郑-新郑龙湖-双湖大道",106,地铁口10米 一楼带院 精装修 双湖花苑  均价9000一平,3室2厅
115m²,2015年建造,低层(共33层),"
                    康桥原溪里2号院  
                    新郑-新郑龙湖-祥安路",92,康桥原溪里 南北通透 大三房 诚心出售 92万 康桥就是品质,3室2厅
103m²,2013年建造,低层(共27层),"
                    正商东方港湾  
                    郑东新区-新东站片-康平路9号",215,郑东新区 正商东方港湾南北通透三房 低于市场价 急售随时看房,3室2厅
88m²,2012年建造,低层(共6层),"
                    居易国际城(KB区)  
                    新郑-新郑龙湖-双湖大道7号",85,强力推荐！国际城南区一楼带花园，小学旁地铁口，低于市场价十万,3室2厅
107m²,2015年建造,低层(共26层),"
                    宝翔嘉苑  
                    荥阳-荥阳城区-飞龙路",78,78万 精装修2中对面 3室2厅 107平 房东急置换,3室2厅
108m²,2016年建造,低层(共30层),"
                    正商智慧城博园  
                    新郑-新郑龙湖-正商大道,近郑绕高速",102,正商智慧城 双气小区 紫荆山南路修通在即 购房无忧,3室2厅
89m²,2015年建造,低层(共30层),"
                    正商智慧城博园  
                    新郑-新郑龙湖-正商大道,近郑绕高速",85,双气正商智慧城少有小三房，正商小学，正商外国语中学，平民价。,3室2厅
138m²,2014年建造,中层(共28层),"
                    悦府海棠  
                    新郑-新郑龙湖-文昌路58号",110,出门即地铁 悦府海棠 3室2厅低于市场价10万 业主急用钱急,3室2厅
145m²,2015年建造,低层(共26层),"
                    永威五月花城  
                    郑东新区-龙子湖-姚桥路,近明理路",325,永威五月花城 三室两厅145平 325万 满五唯一 随时看房,3室2厅
125m²,2020年建造,中层(共26层),"
                    绿地香湖湾  
                    航空港-航空港区-梅河路,近黄海路",90,地铁口，双鹤湖旁，绿地香湖湾 团购7xxx 看房接送！！！,3室2厅
97m²,2010年建造,低层(共29层),"
                    天裕小区  
                    郑东新区-东风东路-东风路217号",190,省广电局家属院 精装三房 带楼台，随时看房 有钥匙,3室2厅
133m²,2013年建造,低层(共24层),"
                    阳光现代城  
                    荥阳-荥阳城区-演武路",89.5,阳光现代城 精装 带超大露台 诚心出售 随时过户 随时看房,3室2厅
89m²,2013年建造,低层(共28层),"
                    意墅蓝山  
                    荥阳-荥阳城区-荥泽大道,近康泰路",68,意墅蓝山  精装修三房  随时看房。郑上路随时看房,3室2厅
110m²,2020年建造,低层(共30层),"
                    融侨城  
                    新郑-新郑龙湖-阳光大道40号",87,南龙湖！融侨美域，学校对面，超低单价8000，紫荆山南路,3室2厅
89m²,2015年建造,低层(共33层),"
                    基正唐宁1號  
                    新郑-新郑龙湖-新郑快速通道",72,龙湖一中旁，基正唐宁一号精致3房，拎包入住，随时过户,3室2厅
126m²,2010年建造,低层(共26层),"
                    理想名城  
                    上街-上街周边-许昌路52号",65,理想名城 电梯126平 捡漏价只要65万 满五唯一 随时看房,3室2厅
104m²,2017年建造,低层(共33层),"
                    康桥溪棠  
                    新郑-新郑龙湖-祥安路",90,康桥溪棠，105平三房90万包税。业主诚心出售。定金看房,3室2厅
140m²,2014年建造,低层(共6层),"
                    富田兴龙湾  
                    新郑-新郑龙湖-郑新路,近泰山路",174,199万兴龙湾洋房带70平大院 50万豪华装修全送 随时看房,3室2厅
91m²,2016年建造,低层(共26层),"
                    海龙华城  
                    荥阳-荥阳城区-国泰路,近棋源路",70,海龙华城 豪布斯卡对面 低于市场价出售 随时看房 随时过户,3室2厅
89m²,2015年建造,低层(共30层),"
                    悦府海棠  
                    新郑-新郑龙湖-文昌路58号",68,业主生意周转 给钱就卖 家具家电全送 低于市场价十万,3室2厅
102m²,2018年建造,低层(共33层),"
                    翰林华府  
                    新郑-新郑龙湖-鸿鹄路,近泰山路",96,翰林华府精装三房 拎包入住102平96万,3室2厅
140m²,2018年建造,低层(共33层),"
                    瀚海航城  
                    航空港-航空港区-荆州路,近思存路",102,高铁南站 园博园旁 不限购不限贷 7xxx 第四代现代住宅,3室2厅
89m²,2016年建造,低层(共28层),"
                    康桥九溪郡  
                    新郑-新郑龙湖-祥安路,近郑新快速通道",78,康桥品质 精装小三房刚需户型 得房率高 拎包入住 业主急售,3室2厅
98m²,2017年建造,低层(共25层),"
                    金地格林小城  
                    荥阳-荥阳城区-桃贾路,近郑上路",70,郑上路 10号线地铁口 全国第八上市房企开发 首付5万！！,3室2厅
89m²,2019年建造,中层(共28层),"
                    融侨城  
                    新郑-新郑龙湖-阳光大道40号",70,龙湖一中对面 首付5千网签 地铁口 紫荆山南路旁,3室2厅
138m²,2015年建造,低层(共30层),"
                    国瑞城爵仕苑  
                    新郑-新郑龙湖-滨湖路,近祥云路",101,捡漏房学 区房国瑞城 140平精装一次未住南北双阳台拎包入住,3室2厅
89m²,2016年建造,低层(共28层),"
                    五龙新城香馨园  
                    中原-五龙口-电厂南路,近电厂路",101,地铁口 特价现房  精装修学寓房 首付交房,3室2厅
